utterance,label
Fun’s over,1
"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",2
I think I'm gonna take-off.,0
"Guys, rules are good! Rules help control the fun!  Ohhh!",1
Dehydrated Japanese noodles under fluorescent lights... does it,0
"Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",0
"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...",0
Do you want a date Saturday?,0
Yes please.,0
"Okay. He's cute, he's funny, he's-",0
He's a he?,2
Well yeah!,1
...Oh God.,2
"I- just- I thought- Good, Shelley.",2
I'm just gonna go flush myself down the toilet now...,2
"Okay, goodbye...",2
"Well, it's official there are no good movies.",2
"Well, let's go to a bad one and make out.",0
"Perhaps, you would like me to turn like this,  so that you can bunny bump against my back.",0
Hey!,1
Hey.,0
"Hey, man. What's up?",0
Maybe you can tell me.,0
My agent would like to know why I didn't show up at the audition I didn't know I had today.,2
The first good thing she gets me in weeks.,0
How could you not give me the message?,2
"Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.",2
"Yes, it was! It was him! Uh huh!  Okay, it was me!",2
"See Joe, that's why your parents told you not to jump on the bed.",0
Can I ask you something? Have you ever had a guy have a crush on you?,0
Is that why you wanted to tie my tie?,2
There’s this kid in my class who said he’s in love with me.,2
Whoa!,1
Whoa what?,2
Ross has a boyfriend.,0
I do-I do,1
Really?,2
Yeah!,1
I don’t know.,0
"I mean, last year Elizabeth now-now this kid.",2
What-what-what-what is it?!,1
Am I giving out some kind of…sexy professor vibe?,2
Not right now.,0
It-it—The point is my natural charisma has made him fail his midterm.,2
"Oh, see now I feel bad for the kid!",2
I had a crush on a teacher once and it was so hard!,1
Y’know you—I couldn’t concentrate and I blushed every time he looked at me.,0
"I mean come on, you remember what’s it’s like to be 19 and in love.",0
Oh yes! Thank you very much!  Oh that’s-that’s actually how the French drink it.,1
A new pair of shoes for the Chan-Chan man!  Yes!,1
Yes! I've-I've never seen a roll like this in my life!,1
"That's right baby! Okay, what do I want now?",1
"Okay, ah umm, ah, a 8. Ah, a 6?",0
Pick a number! That is your,0
8. 8!,1
Thank you!,1
"If you get this one, we buy everybody here a steak dinner!",1
"Yeah, I understand.",0
Take as much time as you want.,0
"Ten, even twenty minutes if you need it.",0
I’ll be here.,2
Not smoking.,2
"We’re really gonna do this, huh?",1
Looks like it.,0
"Y’know, if, if this is too weird for you, we can still back out at",0
I got it!,1
Okay.,0
Susan! Hi!,1
Hey!,1
Thank you so much for coming.,1
"Oh, I wouldn’t miss it for the world.",1
I’m-I’m Ross by the way.,0
Hello Ross.  I love what you’ve done with this space.,1
Thank you so much.,1
How hot is this?!,1
"Guess who's here. It's the toughest guy in toy land, Ben.  'A real American hero. I'm",0
G.I. Joe,0
"Look Ben, it's a toy that protects U.S. oil interests overseas!",1
"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",2
"That, that's what's stupid.",2
"I don't need an actual man, just a couple of his best swimmers.",0
"And there, there are places you can go to get that stuff.",0
Down at the docks again?,2
"Hi there. How many, how many ah, did you sell?",0
I’m not gonna tell you! You’re the bad man who broke Sarah’s leg.,2
"Hey now! That was an accident, okay.",2
You’re a big scrud.,2
What’s a scrud?,0
"Why don’t you look in the mirror, scrud.",2
I don’t have too. I can just look at you.,1
"All right girls, and man. Let’s see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",1
Not nice enough.,2
"Charla, 278. Sorry, dear, but still good.",0
"So, how’d the lasagne go over?",0
Really?!,1
Good.,0
So you owe me three pretty things.,0
"Yeah, I’ve been thinking a lot about you too.",0
It’s hard this whole platonic thing.,2
It’s a word!,1
"Yeah, I do think it’s better this way.  Yeah, we’re being smart.   Yes, I’m sure.",0
You really sure?,0
I’ll call you back.,0
"So, are you really gonna go out with that nurse man?",2
"Well uh, you and I are just goofing around, I thought, why not goof around with him.",0
"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary… Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.",0
"But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary.",0
I am,0
I think you're better than you think you are.,0
"Really? Okay, so",1
Know when to stop.,0
"Y'know, I sensed that I should stop. So we're okay?",0
"Yeah. All right, I'm gonna go tell Dan that it's not gonna happen.  Don't do the dance.",0
Right!,1
"Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!",2
Hey!-Hey! What’s going on?,2
She broke my arm.,2
He touched my fanny.,2
"No, she touched mine first!",2
That’s my job!,2
Are you being British?!,1
No. Not anymore.,0
Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,2
"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",0
Barley? What kind of party serves barley?,2
"Well, I'm sorry if my friends aren't as sophisticated as yours.",2
Where is this party?,0
Here in Chelsea.,0
Who's party is it?,2
A woman's,0
What woman?!,2
Chelsea.,0
"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",2
"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",2
So like which of these two guys do you want to be?,2
Can I be that guy?,1
Great story again! The yarns that you weave! Woo-hoo-hoo!,1
"Y’know uh, actually I-I-I should get going.",2
Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,2
"Wow. Oh, I am really flattered, but I just I don’t feel that way about you.",1
"Oh no-no-no, that’s not—No-no-no!",2
Did you just flick me?,2
"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",1
"Oh!  All right.  Now, let's not do this!",2
Happy thoughts!  Happy thoughts!,2
"OK, now I'm gonna kick some ass.",2
Ow! Ow! Ow!,2
"Alright, now I will let go if you both stop.",0
Fine!,2
Fine!,2
"There we go.You know what, if we were in prison, you guys would be, like, my bitches.",0
"Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own.",0
Oh my God!,2
Look at me! I'm Chandler! Could I,1
"Whew, it's hot with all of this stuff on.",0
"I ah, I better not do any, I don't know, lunges.",0
Hi.,0
Hi.,0
"Hi, listen, I’m sorry about before.",2
I don’t need to have a game room.,0
"I mean when I was a kid I only played those games because I couldn’t get girls, and now I",0
Stop it Chandler.  I’m sorry too.,2
Really?,1
Yeah! Oh yes!,2
Ohh.,0
"Listen, we don’t have to make that a guest room, we can think of something to do with the room together.",1
That’s a great idea! We can,1
Totally!,1
We don’t have to come up with this now.,0
Oh good.,1
"Yeah, and I am okay with being a pushover.",0
That’s great. Good for you guys.,1
I am not high maintenance!,2
I am not a pushover!,2
Who said you were?,0
You did!,2
"Oh, I’m flaky. I’ll say anything.",0
"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",1
That does not sound stupid to me.,0
"You know, it's like the first time I had to make dinner for myself, after Carol left me?",0
"I'm sorry, that's all the time we have.",2
Next on Ross... Uh-oh.,0
What uh-oh?,1
"Uh-oh, uh-oh, the laundry's done.",2
"It's, uh, it's a song.",0
The laundry song that we sing.,0
"Uh-oh the laundry's done, uh-oh, uh-oh.",0
"Ross, what's the matter?",2
"Nothing, nothing. Lee-lo, the laundry's done.",0
Why are you here?,1
"Well, Sid and I are trying again and we had trouble last time    because apparently we...",2
"No no no... I mean,",0
Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,2
What!?,2
This was fun! But I've got an invasive vaginal exam to get to!,1
"I'd love to stay, but I have eh...  got    a hot date...",1
Please... go!  Just let me know if you    need a hand!,0
I think it just fell off.,0
"I don't want to be single, okay? I just... I just- I just wanna be married again!",2
And I just want a million dollars!,2
Rachel?!,2
Yeah.,0
"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",2
And we're not a couple of suckers!,2
"I hear ya, Mugsy!",0
"But look, all these rooms are fine okay?",0
"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",2
"Okay,",0
Nothing! It's over! Dammit! This is regularly scheduled programming!,2
Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,2
"Oh, I'm sorry, am I getting in the way of all the room switching fun?",2
"Hey, don't blame me for wigging tonight!",2
"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?",2
"I don't know, how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas!",2
Do not speak ill of the dead.,2
"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",2
"I just want to watch a little television. What is the big deal? Geez, relax mom.",2
What did you say?,2
"I said, ""Geez, relax Monnnnn.""",2
"Y’know, maybe it’s best that we never got to do it again.",0
"Yeah, it kinda makes that-that one night special.  Y’know, technically we still",0
"I’m gonna go to the bathroom, maybe I’ll see you there in a bit?",0
‘Kay!,0
Can I ask you something?,0
"Uhh, no.",0
"Felicity and I, we’re watching",0
No.,0
"I mean, the giant is like five years younger than me, y’know, you think I’ll ever get there?",0
Yes.,0
Thanks man.,0
Okay man.,0
But what about how much taller he is than me?,0
"I mean, there’s no way I can make myself taller now, y’know?",0
"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",2
"Hey, Monica, wow you’ve been in the bathroom for like a half-hour.",2
I know!,2
"Had the beef-tips, huh?",0
"Good-bye and God speed, Hope Brady.",0
Not so fast Wesley!,2
Ramoray!,2
"That’s right Wesley! I just stopped by to say that, you’re not a real doctor! And that woman’s brain, is fine!",2
Oh! Thank God!,1
Hope! Hope!,1
Drake!,1
"You’re not dying Hope, you’re gonna live a long, healthy life. With me.",1
Oh Drake.,1
Okay!,1
Here we go!,1
Okay!,1
"Hi, Joey!",1
It’s Rachel!,1
"Umm, I am free tomorrow night.",0
"Yeah, sure, sure I can bring some sandwiches.",0
"OK, we got the cole slaw, we got the buns...",0
"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",2
Men are here.,0
"Mom, would you relax.",2
"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",2
"Mom, c'mon, stop worrying.",2
"This is a safe street, this is a safe building, there's nothing",0
Hi.,0
"Hi, hi can I help you?",1
"Yeah, I'm looking for Phoebe, does she still live here?",0
"Uh, no she doesn't but I can, I can get a message to her.",0
"Great. Uhh, just tell her her husband stopped by.",0
What?,2
"Hey, how, how did you do that?",1
"Alright, somebody.",0
"OK, I'll go. OK, senior year of college... on a pool table.",0
Whoooaa!,1
That's my sister.,0
OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,0
Oh my God! What were you doing in a library?,2
"Pheebs, what about you?",0
Oh... Milwaukee.,0
Um... Ross?,0
"Disneyland, 1989, 'It's a Small World After All.'",0
No way!,1
The ride broke down.,0
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",1
"Oh, Rachel.",0
Hey!,1
Hey!,1
"Oh, is the play over?",0
Yeah. Where were you?,0
"Thank you for your patience, you’re the next caller.",0
You were the next caller five hours ago. You must be going crazy.,1
Nah. I kept myself busy.,0
"Oh, okay, yeah.  I put your stuff in her room, and her stuff in your room.",0
"Well there’s yore. And uh, y’know, yesteryear.",0
"Yeah no, I’m telling you Rachel has such a great eye for this stuff.",0
"Ross, y’know if you ever decide you need to redecorate—And I think that you should.",0
"You should, you should ask Rachel to help.",0
Oh honey he doesn’t need my help.,0
"Oh, come on! I think he’s ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",1
Really?!,1
"Hey, y’know what?",1
"Since you have such a great sense of what I need, uh ooh, here’s-here’s 60 bucks, why don’t you take Phoebe down to that Colonial flea market of yours and get me some stuff.",0
"Y’know what? I don’t, I don’t think Phoebe really wants to come.",1
No! I do want to!,1
"Oh, she does want to.",0
She does want to.,0
Yeah!,1
"Wow, you have really pretty feet.",1
These old things.,2
"Would you mind spending some time on my siadic area, it’s been killing me today.",2
"You mean the—Okay by siadic, you mean the towel covered portion.",0
Yeah.,0
"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get y’know, real  nice and tight.",0
"So umm, tell me Rick, how umm, how did you injure the area.",2
"Oh, a 16-hour sit-in for Greenpeace.",0
Oh.,0
Ow! Did you just bite me?,2
No!,1
"Um, that's it.",0
No.,0
Crew guy.,0
Yeah.,0
Why have you been following me?,2
"I mean, all week long everywhere I look there's you.",0
"You wouldn't return my calls, you sent back my letters....",2
What?,2
"One more chance Ursula, please?",2
Okay.,0
"Okay, and then this is the coffee house. This is where I play my music.",0
Good deal.,1
Here you go.,0
Thank you.,0
Hi!,1
"Hi! All right, let’s go shoppin’!!",1
"Um, y'know, before we go ah, there’s something I need to say.",2
"Oh, okay.",0
"I’ve kinda of had this ah, this crush on you.",2
"But since you were with Ross, I-I didn’t do anything about it.",1
"But, now that you’re not, I’d really like to ask you out sometime.",2
"So-so that’s-that’s what I’m doing, now.",2
Wow! Umm....,1
I dropped a cup.,0
"Hello, tiny embryos.",0
"Well, I’m-I’m Phoebe Buffay, hi!",1
I’m-I’m-I’m hoping to be your uterus for the next nine months.,1
"You should know, that we’re doing this for Frank and Alice, who you know, you’ve been there!",1
"Umm, y’know they want you so much, so when you guys get in there, really grab on.",1
"Okay, and-and I promise that I’ll keep you safe and warm until you’re ready to have them take you home, so… Oh!",1
"And also, umm next time you see me, I’m screaming, don’t worry, that’s what’s supposed to happen.",0
Ready?,0
Uh-huh.  Good luck.,2
Then we have to await the data from recent MRI scans and DNA testing which call into question information gathered from years of simple carbon dating.,0
"Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so",2
I'm not your brother.,0
What about my children Drake?! Huh!?  No!! No!! No! God!,2
Why don’t we try massaging the breast to stimulate the flow.,0
Are you kidding me?!,2
It’s just so frustrating! Why doesn’t she want my breast?!,2
I don’t know! Maybe she’s crazy!,2
"Hey Joey, I got some beer for you.",0
"Uh, don't you mean ""for whom?""",0
"Sure, listen I was gonna order some pizza, you wanna share one?",0
"Pizza, heh, its not like I never had that before...ba dum bum cheshhh.",0
Is there something wrong?,0
"All right, All right, let's just get this out in the open okay?",0
You're hot.,0
I'm lovable.,0
Clearly there's a vibe going on between us.,0
"But, we're roommates and it's a huge mistake for us to continue down this road.",0
Joey...,0
"Oh no it’s not, no it’s not. It’s a first date. I’m",2
"Ho-oh, he’s gonna get some!",1
Of the glare from the streetlight out of his apartment.,0
"Y’know so umm, he’s closed the drapes there so he can have a nice, pleasant conversation with your little sister.",0
"Well, I’m off to bed!",0
You were so funny with that waiter! You're such a nut!,1
"Y'know, breadstick fangs are always funny.",1
"No, you make them funny. You're the funny one!",1
"Uhh, look Katie, uh listen, we-we need to talk.",2
Okay?,0
"Umm, look I like you.",2
"I-I really do, I like you a lot.",2
Okay?,2
"But sometimes when you, when you playfully punch me like that it-it feels like someone's hitting me with a very tiny but very",1
"Aww, like I could hurt you. Are you making fun of my size? Don't make fun of me because of my size!",1
"Oh, Joey! Sorry!",2
They made you head of the department!,1
"No, I get to teach one of his advanced classes!  Why didn’t I get head of the department?",1
"Oh! Hey Rach, listen umm",0
Yeah.,0
"I got a big date coming up, do you know a good restaurant?",0
"Uh, Paul’s Café. They got great food and it’s really romantic.",0
"Ooh, great! Thanks!",1
"Yeah! Oh, and then afterwards you can take her to the",0
"You sure are naming a lot of ways to postpone sex, I’ll tell ya",0
"Ooh, I miss dating.",2
Gettin’ all dressed up and going to a fancy restaurant.,0
"I’m not gonna be able to do that for so long, and it’s so much fun!",1
I mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun.,0
"Hey, y’know what?",0
Huh?,0
Why don’t I take you out?,0
"What?! Joey, you don’t want to go on a date with a pregnant lady.",2
Yes I do!,1
"And we’re gonna go out, we’re gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",1
Okay! I’ll go with ya! I’ll go! I’ll go with ya.,1
I’ll be fun.,0
All right?,0
Hi!,1
Hey!,1
"Joey, I gotta tell ya, I've been thinking",0
"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",1
"God, you have to tell me what happens tomorrow!",1
"Ow, I'm just going over the script now! You wanna read lines with    me?",1
"Me? Oh, no, I am not an actress.",2
"Oh, all right, I can ask Monica.",0
"Oh screw her, that part is mine!",2
"Right...  ok, so just from the top of the page, right here.",0
"Okay. . Hello Drake, I'm surprised to see you    here.",2
I can't believe you married him.,2
But what choice did I have. He was keeping my sister    in a,2
So what about us? Everything we feel for each other.,2
It's over! You,1
How can I?,2
"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",2
How can I accept that...,2
I can never kiss you again when it's all I can do not    to kiss you right now.,2
Kiss me.,1
What?,2
"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?",1
The bigger half.,0
I'd like to propose a toast.,1
"Little toast here, ding ding.",1
"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",1
"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?",2
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,1
That's so sweet.,1
"And hey, here's to a lousy Christmas.",1
And a crappy New Year.,1
"Here, here!",1
"Now, hold on!",2
Hold on!,2
"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonna be at that airport and I hope that she’ll be there too!",2
"Oh yeah, I said Rachel’s name, but it didn’t mean anything, Okay?",2
She’s-she’s just a friend and that’s all!,2
That’s all!,2
Now just tell Emily that I love her and that I can’t imagine spending my life with anyone else.,2
"Please, promise me that you’ll tell her that.",2
"All right, I’ll tell her.  Come on bugger face!",2
Call me.,0
"You spend half your life in the bathroom, why don’t you ever go out the bloody window!",2
What happened?!!,2
"Well, I don’t know!!",2
We fell asleep! That is all.,0
"Yeah. Yep. Yeah. All right, well uh, I’d better go.",0
I think that would be best.,0
"Yeah. All right, I’ll talk to you later.",0
Okay. But not about this!,2
No! Never! Never!  Bye.,2
No touch! No touch!,0
"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",2
What?,2
"It’s a funny story, actually.",0
"I kind of fell asleep  in the meeting this morning so when I said I’d move to Tulsa, I didn’t really  know what I was saying.",0
You fell asleep?,2
"But only because I was up all night worried about this  meeting, ain’t that funny?",2
Irony?,1
"Not a fan, alright .",0
"See, here’s  the thing.",0
I went home and told my wife about Tulsa and she won’t go.,0
"See, me, I  love Tulsa!",1
Tulsa is heaven!,1
Tulsa is Italy—Please don’t make me go  there!,2
"Chandler, I…",1
No no no!,2
"Look, Carol, can I call you Carol?",0
Wh-why  would I when your name is Elaine?,1
"Oh what a great picture of your son,  strapping!",1
"That’s a picture of your daughter, isn’t it,  well she’s lovely.",1
I like a girl with a strong jaw.,2
I’ll call you from Tulsa.,0
Hi.,0
Hey.,0
How are you?,0
"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?",0
Because... I'm Monica Geller. It was my credit card you were using.,0
That I was not expecting.,2
"I want you to know, it wasn't me who turned you in.",0
Oh. Thanks.,0
"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",1
"Well, actually, you only got to sing 'Memo-'.",0
I just can't believe you're in here.,1
"I mean, what am I gonna do without you?",2
Who's gonna crash the embassy parties with me?,2
Who's gonna take me to the,2
"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",2
What do you mean?,0
Smell familiar?,0
Oh no.,2
"Oh, I am so sorry.",2
"No me, I am so sorry...",2
Oh my.,1
"Well, there's no way I'm gonna get a shot.",2
"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",2
"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",0
Did you tell him about my thquirt gun idea?,0
"My brother, the PhD would like to know if there's any way to treat this orally.",0
"No, under these circumstances it has to be an injection, and it has to be now.",0
Tho?,0
Ohhh.,2
"That's good, have a seat.",0
"Um, the doctor says it's gotta be a needle.",0
"You're just gonna have to be brave, ok?",0
Can you do that for me?,0
Ok.,0
Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,0
Yes!,2
"All right, Ross, don't squeeze it so hard.",0
"Honey, really, don't squeeze it so hard!",2
Let go of my hand!,2
You’re gonna love me so much. I got Sting tickets!!,1
Oh my God! I do love you! How did you do it?!,1
Well…let’s just say,0
"Oo, where are the seats?",1
"Uh, middle balcony.",0
You’re a mean old woman.,2
No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,2
"Look honey, you don’t have to do this, okay?",2
It’s the strength you have inside that means the most to me.,1
"You’re loyal, you’re honest, and you have integrity!",1
That’s the kind of strength that I want in the man that I love!,1
That means nothing to me.  Come on!,2
"Oh! Hey, Mr. Treeger.",2
: What are you doing?,0
Ummm. Oh! I’m sorry.  It’s a little old but,1
: No! You’re clogging up the chute that I spent a half-hour unclogging!,2
I’m sorry. I didn’t—I don’t come in here a lot.,2
": Oh yeah, of course you don’t!",2
": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",2
": You think you could make a mess and the big man in coveralls will come in here and clean it up, huh?",2
"Well, why don’t think of someone else for a change?",2
"Okay, I’m sorry.",2
Hello!,1
What's this?,0
Oh right its that girl's phone number.,0
"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",1
"It's no big deal, I mean it is her home phone number, but... Whoa!",1
"Whoa-whoops, I almost lost this baby!",1
"Yeah, the lovely Amanda gives me her number and I-I go and drop it.",2
Thank you.,0
I don’t know how any of these got opened?!,2
You opened them all?,2
"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",1
Oh hey! You got my parent’s gift!,1
Yeah. What is that?,0
"Well, I don’t know. I think it does something to salami.",2
Hey! How’d it go?,2
Yeah. What-what did Tag say?,0
Tag is not the father! And Joey knows now?,2
"I do Rach. I do, and I so happy for you.",1
"Oh wow, you didn’t even try to unhook my bra!",1
So are you ever gonna tell whoever it is?,0
"No, I will. I’m just not up for it tonight.",0
"Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.",1
I’m not?,2
Listen I uh…  It’s a scary world out there especially if you’re a single mom.,2
"Y’know, I always felt like you and I have this-this special bond.",0
"So,  Rachel Green will you marry me?",1
Thank you.,0
If I can’t have it you can’t have it!,2
"I can’t believe her, y’know it’s just—it’s so typical.",2
"Now Monica, I know you’re upset, but don’t forget.",0
"There is going to be a wedding, you are going to throw the bouquet, and",0
Paris?,0
We will take a moonlit walk on the Rue de la .,0
Keep talking.,0
"Then we will sprinkle rose pedals on the bed and make love. Not just because it’s romantic, but because I can!",1
I love you!,1
Yes!,1
I win again!,1
Ha-ha!,1
That’s like 500 bucks you owe me!,1
Whoo-ho-hoo!,1
$500 that is a loooot of electricity!,1
Whoo-ho-ho!,1
I gotta buy some food.,0
"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",0
You serious?,1
Oh yes!,2
"Okay, get ready to owe me!",1
Okay.,0
"Okay, here we go. Ready?",0
No! No! No! No——one can beat me.,2
"See? Now, that’s why only the little fake men are supposed to do all the kicking.",2
Who is that?!,2
"Don’t worry, I’m brave!",2
I am brave!,2
I…I am brave!,2
No-no-no-no!!,2
Can you tell me who is there please?,0
Hi!,1
Hi. Do you know what time it is?,0
It’s candy time! My roommate says that they taste like little drops of heaven.,1
Oh please!  Did you hear that? Little drops of heaven.,1
4:00 A.M.,0
"So, can I get some candy?",0
"I am sorry, but some of us have to",0
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",2
"Well okay, I’ll swing by later. Do you live in this building?",0
Um-hmm.,0
Mm! Seems like I would’ve remembered you!,2
Mm! Night Gar’!,0
Aaron! You gotta let me go. The guy’s hammered!,1
"I’m sorry Joey, as long as he’s here and he’s conscious we’re still shooting.",0
You wouldn’t happen to have a very big fork?,0
"So I uh, I just talked to the director. That’s it, we’re done for the day.",0
Well have we finished the scene?,2
Yeah! You…you were wonderful.,1
As were you.,0
"So I got your car, it’s right outside.",0
"Oh, thank you. You’re welcome.",1
No-no-no! We gotta go! Come on!  Here we go.,2
Is that my ass?,1
What about these? These look the same?,0
Definitely!,1
Not as each other!,0
"Oh, then no.",0
Hey!,1
Hi!,2
You look amazing. I'm the luckiest man in the world.,1
"Ohh, you're about to get a little luckier.",1
Let me see the earrings.,0
"Oh, honey, the earrings",0
They look great! Does your boyfriend have the best taste or what?,1
My boyfriend really does have good taste!,1
Thanks for picking out the earrings man.,0
Mm-Hm,0
"I know that there’s no hole there, I just really liked that picture.",0
Oh my God! Look at this!,2
"Okay, but there",0
I don’t care! The wires have come loose in your head!,2
I just thought that if I could follow the wire I could find out what it did.,0
And did you?!,2
"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",0
But it didn’t. Say hello to Mrs. Chatracus.,0
Oh my God.,2
Hello darling.,0
"Hello, Mrs. Chatracus.",0
"Okay, is everybody clear? We’re gonna pick it up…and move it. Now all we need is teamwork, okay? We’re gonna",0
"Ross, I really don’t think",0
Lift!! And slide!,1
"Okay, here we go.",0
"All right everyone, lift!  And slide!!",1
"All right Carl, we’re next. Now remember, what is not gonna be?",0
Another,0
That’s right! And what are you not gonna do?,0
"Well, I’m not gonna talk because",0
"I mean, I realize that his feelings may never completely go away, but",2
"Oh?my Gawd, I-I understand.",2
"I-I am so sorry, I’ll go.",2
"Good-bye Monica , I wish you a lifetime of happiness with him.",2
"Chandler,  you call me when this goes in the pooper.",0
I found my identical hand twin!,1
"Ohh, you are",0
No!,0
But she just came up here!,2
That was Joey!,0
I wonder where she is. That is so weird.,0
"Yeah, well, she's probably talking to Richard.",0
Would you stop that!,2
Do you wanna know the first thing she said when she came back from her lunch with Richard?,0
She didn't feel anything for him.,0
She loves you!,2
Really?,1
"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",2
Okay.,0
Good.  I should really start wearing hats!,0
"I mean, why should I let them meet him?",0
"I mean, I bring a guy home, and within five minutes they're all over him.",2
"I mean, they're like- coyotes, picking off the weak members of the herd.",1
Listen.,0
"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",0
"I mean, they're your friends, they're just looking out after you.",0
"I know. I just wish that once, I'd bring a guy home that they actually liked.",2
"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",0
No-no-no-no.  Hey!,1
"Anyway, I should go. Okay, bye.",0
Hey sweetie.,0
"Hi sweetie. So, what was with all the whispering?",0
I can’t tell you. It’s a secret.,0
Secret? Married people aren’t supposed to have secrets between one another. We have too much love and respect for one another.,2
Awww.  But still no.,0
"No I’m serious, we should tell each other",0
"Really? Okay, so why don’t you tell me what happened to Ross Junior year at",0
"Oh no-no, I can’t do that.",2
"If you tell me, I’ll tell you what Phoebe said.",0
Okay.,0
Okay.,0
"So, Ross and I are going to",0
Oh my God. He threw up?,2
"No, he visited a little town south of throw up.  So what was Phoebe’s secret?",0
"Oh, Nancy Thompson from Phoebe’s old massage place is getting fired.",0
That’s it?! I gave up my,1
That’s right! You lose sucker!!  Please still marry me.,1
Oh hey! How was your audition?,1
"I’m sorry, do I know you?",0
What are you doing?,0
"Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!",1
Oh! You got it?!,2
"Well no, not yet. But the audition went really good.",1
What was it for?,0
"Oh, it’s this big budget period movie about these three Italian brothers who come to America around the turn of the century.",0
It’s really classy!,1
"Oh, and the director is supposed to be the next next Martin Scorcese.",1
The next next?,0
"Yeah, there’s this guy from Chicago who’s supposed to be the next Martin Scorcese, all right?",0
But then this guy’s right after him.,0
Hello!,1
They loved me!,1
Oh my God!,1
"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",2
What’s the matter?,0
They want me to be totally naked in the movie!,2
